Gene	AF16_Control	Gene_2	AF16_Treatment	Gene_3	HK104_Control	Gene_4	HK104_Treatment 
WBGene00025797	1055	WBGene00025797	982	WBGene00025797	1011	WBGene00025797	959
WBGene00025798	1064	WBGene00025798	769	WBGene00025798	1032	WBGene00025798	702
WBGene00025799	121	WBGene00025799	94	WBGene00025799	169	WBGene00025799	115
WBGene00025800	88	WBGene00025800	43	WBGene00025800	0	WBGene00025800	1
WBGene00025801	9	WBGene00025801	7	WBGene00025801	35	WBGene00025801	10
WBGene00025802	0	WBGene00025802	0	WBGene00025802	0	WBGene00025802	0
WBGene00025803	0	WBGene00025803	0	WBGene00025803	0	WBGene00025803	0
WBGene00025804	1041	WBGene00025804	1163	WBGene00025804	824	WBGene00025804	1271
WBGene00025805	8	WBGene00025805	4	WBGene00025805	12	WBGene00025805	1
WBGene00025806	17	WBGene00025806	9	WBGene00025806	23	WBGene00025806	22
WBGene00025807	100	WBGene00025807	79	WBGene00025807	77	WBGene00025807	48
WBGene00025808	852	WBGene00025808	1053	WBGene00025808	636	WBGene00025808	763
WBGene00025809	750	WBGene00025809	705	WBGene00025809	868	WBGene00025809	716
WBGene00025810	938	WBGene00025810	938	WBGene00025810	978	WBGene00025810	1034
WBGene00025811	50	WBGene00025811	26	WBGene00025811	26	WBGene00025811	17
WBGene00025812	0	WBGene00025812	0	WBGene00025812	2	WBGene00025812	0
WBGene00025813	1982	WBGene00025813	1455	WBGene00025813	2071	WBGene00025813	1575
WBGene00025814	2191	WBGene00025814	2201	WBGene00025814	2344	WBGene00025814	2370
WBGene00025815	35	WBGene00025815	7	WBGene00025815	8	WBGene00025815	9
WBGene00025816	2556	WBGene00025816	2142	WBGene00025816	2768	WBGene00025816	2240
WBGene00025817	118	WBGene00025817	79	WBGene00025817	112	WBGene00025817	46
WBGene00025818	100	WBGene00025818	34	WBGene00025818	27	WBGene00025818	17
WBGene00025819	1187	WBGene00025819	1189	WBGene00025819	806	WBGene00025819	817
WBGene00025820	10392	WBGene00025820	12006	WBGene00025820	10943	WBGene00025820	12862
WBGene00025821	7	WBGene00025821	18	WBGene00025821	5	WBGene00025821	7
WBGene00025822	4	WBGene00025822	10	WBGene00025822	7	WBGene00025822	2
WBGene00025823	126	WBGene00025823	115	WBGene00025823	216	WBGene00025823	240
WBGene00025824	168	WBGene00025824	147	WBGene00025824	475	WBGene00025824	445
WBGene00025825	3	WBGene00025825	5	WBGene00025825	252	WBGene00025825	12
WBGene00025826	0	WBGene00025826	0	WBGene00025826	647	WBGene00025826	326
WBGene00025827	1447	WBGene00025827	591	WBGene00025827	1236	WBGene00025827	500
WBGene00025828	393	WBGene00025828	117	WBGene00025828	467	WBGene00025828	184
WBGene00025829	1019	WBGene00025829	872	WBGene00025829	0	WBGene00025829	2
WBGene00025830	21	WBGene00025830	12	WBGene00025830	17	WBGene00025830	9
WBGene00025831	12	WBGene00025831	13	WBGene00025831	114	WBGene00025831	53
WBGene00025832	2238	WBGene00025832	2262	WBGene00025832	2313	WBGene00025832	2337
WBGene00025833	874	WBGene00025833	1098	WBGene00025833	408	WBGene00025833	436
WBGene00025834	1157	WBGene00025834	859	WBGene00025834	1233	WBGene00025834	925
WBGene00025835	678	WBGene00025835	317	WBGene00025835	750	WBGene00025835	314
WBGene00025836	3	WBGene00025836	1	WBGene00025836	19	WBGene00025836	3
WBGene00025837	330	WBGene00025837	305	WBGene00025837	281	WBGene00025837	261
WBGene00025838	0	WBGene00025838	0	WBGene00025838	1	WBGene00025838	1
WBGene00025839	0	WBGene00025839	0	WBGene00025839	0	WBGene00025839	0
WBGene00025840	9	WBGene00025840	2	WBGene00025840	6	WBGene00025840	5
WBGene00025841	765	WBGene00025841	614	WBGene00025841	625	WBGene00025841	507
WBGene00025842	1654	WBGene00025842	1538	WBGene00025842	1557	WBGene00025842	1514
WBGene00025843	2046	WBGene00025843	1197	WBGene00025843	2410	WBGene00025843	1251
WBGene00025844	12	WBGene00025844	5	WBGene00025844	16	WBGene00025844	4
WBGene00025845	2	WBGene00025845	1	WBGene00025845	0	WBGene00025845	1
WBGene00025846	7	WBGene00025846	0	WBGene00025846	22	WBGene00025846	4
WBGene00025847	51	WBGene00025847	17	WBGene00025847	6	WBGene00025847	1
WBGene00025848	163	WBGene00025848	54	WBGene00025848	89	WBGene00025848	61
WBGene00025850	771	WBGene00025850	740	WBGene00025850	731	WBGene00025850	733
WBGene00025851	518	WBGene00025851	29	WBGene00025851	24	WBGene00025851	15
WBGene00025852	0	WBGene00025852	0	WBGene00025852	42	WBGene00025852	37
WBGene00025853	3357	WBGene00025853	2394	WBGene00025853	3226	WBGene00025853	2443
WBGene00025854	880	WBGene00025854	722	WBGene00025854	781	WBGene00025854	605
WBGene00025855	0	WBGene00025855	1	WBGene00025855	3	WBGene00025855	1
WBGene00025856	121	WBGene00025856	92	WBGene00025856	185	WBGene00025856	131
WBGene00025857	168	WBGene00025857	49	WBGene00025857	61	WBGene00025857	26
WBGene00025858	120	WBGene00025858	95	WBGene00025858	2302	WBGene00025858	1793
WBGene00025859	367	WBGene00025859	281	WBGene00025859	359	WBGene00025859	969
WBGene00025860	218	WBGene00025860	75	WBGene00025860	411	WBGene00025860	96
WBGene00025861	2062	WBGene00025861	348	WBGene00025861	1369	WBGene00025861	289
WBGene00025863	50	WBGene00025863	6	WBGene00025863	17	WBGene00025863	0
WBGene00025864	89	WBGene00025864	18	WBGene00025864	19	WBGene00025864	5
WBGene00025865	0	WBGene00025865	1	WBGene00025865	0	WBGene00025865	0
WBGene00025866	5	WBGene00025866	0	WBGene00025866	0	WBGene00025866	0
WBGene00025867	90	WBGene00025867	32	WBGene00025867	1	WBGene00025867	1
WBGene00025868	0	WBGene00025868	0	WBGene00025868	0	WBGene00025868	0
WBGene00025869	80	WBGene00025869	59	WBGene00025869	70	WBGene00025869	25
WBGene00025870	2	WBGene00025870	0	WBGene00025870	1	WBGene00025870	0
WBGene00025871	21	WBGene00025871	9	WBGene00025871	7	WBGene00025871	12
WBGene00025872	51	WBGene00025872	21	WBGene00025872	52	WBGene00025872	14
WBGene00025873	0	WBGene00025873	0	WBGene00025873	0	WBGene00025873	0
WBGene00025875	0	WBGene00025875	0	WBGene00025875	0	WBGene00025875	0
WBGene00025876	12	WBGene00025876	4	WBGene00025876	9	WBGene00025876	3
WBGene00025877	561	WBGene00025877	400	WBGene00025877	551	WBGene00025877	313
WBGene00025878	709	WBGene00025878	199	WBGene00025878	246	WBGene00025878	192
WBGene00025879	219	WBGene00025879	176	WBGene00025879	198	WBGene00025879	156
WBGene00025880	139	WBGene00025880	115	WBGene00025880	399	WBGene00025880	230
WBGene00025881	3	WBGene00025881	1	WBGene00025881	2	WBGene00025881	0
WBGene00025882	0	WBGene00025882	1	WBGene00025882	5	WBGene00025882	0
WBGene00025883	0	WBGene00025883	0	WBGene00025883	0	WBGene00025883	0
WBGene00025884	1	WBGene00025884	0	WBGene00025884	1	WBGene00025884	0
WBGene00025885	29	WBGene00025885	35	WBGene00025885	34	WBGene00025885	28
WBGene00025886	211	WBGene00025886	166	WBGene00025886	137	WBGene00025886	124
WBGene00025887	0	WBGene00025887	0	WBGene00025887	0	WBGene00025887	0
WBGene00025888	0	WBGene00025888	0	WBGene00025888	0	WBGene00025888	0
WBGene00025889	106	WBGene00025889	58	WBGene00025889	50	WBGene00025889	36
WBGene00025890	535	WBGene00025890	456	WBGene00025890	515	WBGene00025890	494
WBGene00025891	1	WBGene00025891	1	WBGene00025891	40	WBGene00025891	38
WBGene00025892	1611	WBGene00025892	855	WBGene00025892	753	WBGene00025892	752
WBGene00025893	24	WBGene00025893	25	WBGene00025893	1	WBGene00025893	1
WBGene00025894	0	WBGene00025894	0	WBGene00025894	35	WBGene00025894	30
WBGene00025895	12	WBGene00025895	0	WBGene00025895	0	WBGene00025895	0
WBGene00025896	1	WBGene00025896	0	WBGene00025896	1	WBGene00025896	1
WBGene00025897	1	WBGene00025897	2	WBGene00025897	1	WBGene00025897	0
WBGene00025898	1	WBGene00025898	2	WBGene00025898	5	WBGene00025898	1
WBGene00025899	763	WBGene00025899	461	WBGene00025899	795	WBGene00025899	464
WBGene00025900	103	WBGene00025900	91	WBGene00025900	0	WBGene00025900	1
WBGene00025901	771	WBGene00025901	777	WBGene00025901	657	WBGene00025901	524
WBGene00025902	1019	WBGene00025902	909	WBGene00025902	1059	WBGene00025902	941
WBGene00025903	57	WBGene00025903	37	WBGene00025903	3	WBGene00025903	3
WBGene00025904	2	WBGene00025904	3	WBGene00025904	2	WBGene00025904	1
WBGene00025905	1	WBGene00025905	1	WBGene00025905	1	WBGene00025905	0
WBGene00025906	330	WBGene00025906	171	WBGene00025906	451	WBGene00025906	162
WBGene00025907	765	WBGene00025907	522	WBGene00025907	777	WBGene00025907	497
WBGene00025908	61	WBGene00025908	46	WBGene00025908	83	WBGene00025908	44
WBGene00025909	15	WBGene00025909	8	WBGene00025909	0	WBGene00025909	0
WBGene00025910	206	WBGene00025910	79	WBGene00025910	299	WBGene00025910	114
WBGene00025911	567	WBGene00025911	410	WBGene00025911	537	WBGene00025911	388
WBGene00025912	51	WBGene00025912	6	WBGene00025912	11	WBGene00025912	8
WBGene00025913	68	WBGene00025913	48	WBGene00025913	77	WBGene00025913	51
WBGene00025914	92	WBGene00025914	94	WBGene00025914	98	WBGene00025914	104
WBGene00025915	1777	WBGene00025915	760	WBGene00025915	1431	WBGene00025915	651
WBGene00025916	0	WBGene00025916	0	WBGene00025916	93	WBGene00025916	989
WBGene00025917	0	WBGene00025917	2	WBGene00025917	1	WBGene00025917	3
WBGene00025918	1348	WBGene00025918	1435	WBGene00025918	1331	WBGene00025918	1508
WBGene00025919	1301	WBGene00025919	979	WBGene00025919	1	WBGene00025919	6
WBGene00025920	1	WBGene00025920	0	WBGene00025920	66	WBGene00025920	36
WBGene00025921	727	WBGene00025921	736	WBGene00025921	774	WBGene00025921	721
WBGene00025922	6	WBGene00025922	3	WBGene00025922	2	WBGene00025922	1
WBGene00025923	948	WBGene00025923	678	WBGene00025923	509	WBGene00025923	338
WBGene00025924	2	WBGene00025924	1	WBGene00025924	9	WBGene00025924	4
WBGene00025925	427	WBGene00025925	35	WBGene00025925	7	WBGene00025925	2
WBGene00025926	4537	WBGene00025926	3188	WBGene00025926	3950	WBGene00025926	2642
WBGene00025927	73	WBGene00025927	6	WBGene00025927	406	WBGene00025927	346
WBGene00025929	46	WBGene00025929	56	WBGene00025929	101	WBGene00025929	146
WBGene00025930	492	WBGene00025930	291	WBGene00025930	414	WBGene00025930	291
WBGene00025931	0	WBGene00025931	0	WBGene00025931	1	WBGene00025931	9
WBGene00025932	1288	WBGene00025932	1003	WBGene00025932	1280	WBGene00025932	1027
WBGene00025933	195	WBGene00025933	202	WBGene00025933	209	WBGene00025933	171
WBGene00025934	0	WBGene00025934	0	WBGene00025934	0	WBGene00025934	0
WBGene00025935	3298	WBGene00025935	2617	WBGene00025935	3681	WBGene00025935	2844
WBGene00025936	71	WBGene00025936	50	WBGene00025936	72	WBGene00025936	37
WBGene00025937	334	WBGene00025937	225	WBGene00025937	304	WBGene00025937	232
WBGene00025938	3467	WBGene00025938	3362	WBGene00025938	3353	WBGene00025938	3490
WBGene00025939	9	WBGene00025939	3	WBGene00025939	12	WBGene00025939	4
WBGene00025940	402	WBGene00025940	156	WBGene00025940	681	WBGene00025940	187
WBGene00025941	1	WBGene00025941	3	WBGene00025941	0	WBGene00025941	0
WBGene00025942	580	WBGene00025942	481	WBGene00025942	1157	WBGene00025942	861
WBGene00025944	0	WBGene00025944	3	WBGene00025944	2	WBGene00025944	1
WBGene00025945	847	WBGene00025945	755	WBGene00025945	1	WBGene00025945	1
WBGene00025946	886	WBGene00025946	613	WBGene00025946	783	WBGene00025946	654
WBGene00025947	588	WBGene00025947	463	WBGene00025947	559	WBGene00025947	461
WBGene00025948	519	WBGene00025948	489	WBGene00025948	676	WBGene00025948	768
WBGene00025949	323	WBGene00025949	311	WBGene00025949	438	WBGene00025949	356
WBGene00025950	21	WBGene00025950	79	WBGene00025950	58	WBGene00025950	39
WBGene00025951	368	WBGene00025951	374	WBGene00025951	477	WBGene00025951	491
WBGene00025952	119	WBGene00025952	88	WBGene00025952	355	WBGene00025952	129
WBGene00025953	1610	WBGene00025953	1550	WBGene00025953	1240	WBGene00025953	1290
WBGene00025954	1	WBGene00025954	0	WBGene00025954	0	WBGene00025954	1
WBGene00025955	297	WBGene00025955	287	WBGene00025955	289	WBGene00025955	218
WBGene00025957	124	WBGene00025957	46	WBGene00025957	56	WBGene00025957	36
WBGene00025958	840	WBGene00025958	426	WBGene00025958	271	WBGene00025958	342
WBGene00025959	844	WBGene00025959	1068	WBGene00025959	4	WBGene00025959	3
WBGene00025960	4	WBGene00025960	7	WBGene00025960	0	WBGene00025960	0
WBGene00025961	214	WBGene00025961	10	WBGene00025961	0	WBGene00025961	0
WBGene00025962	427	WBGene00025962	347	WBGene00025962	438	WBGene00025962	356
WBGene00025963	504	WBGene00025963	557	WBGene00025963	637	WBGene00025963	714
WBGene00025964	114	WBGene00025964	111	WBGene00025964	98	WBGene00025964	72
WBGene00025965	6	WBGene00025965	5	WBGene00025965	35	WBGene00025965	23
WBGene00025966	132	WBGene00025966	105	WBGene00025966	4	WBGene00025966	1
WBGene00025967	549	WBGene00025967	788	WBGene00025967	549	WBGene00025967	512
WBGene00025968	1	WBGene00025968	12	WBGene00025968	1	WBGene00025968	1
WBGene00025969	8	WBGene00025969	7	WBGene00025969	3	WBGene00025969	8
WBGene00025970	422	WBGene00025970	332	WBGene00025970	469	WBGene00025970	370
WBGene00025971	3	WBGene00025971	7	WBGene00025971	10	WBGene00025971	4
WBGene00025972	1	WBGene00025972	0	WBGene00025972	765	WBGene00025972	355
WBGene00025973	15	WBGene00025973	5	WBGene00025973	0	WBGene00025973	0
WBGene00025974	1	WBGene00025974	0	WBGene00025974	0	WBGene00025974	0
WBGene00025975	21	WBGene00025975	10	WBGene00025975	2	WBGene00025975	0
WBGene00025977	2	WBGene00025977	0	WBGene00025977	17	WBGene00025977	5
WBGene00025978	23	WBGene00025978	29	WBGene00025978	21	WBGene00025978	11
WBGene00025979	0	WBGene00025979	1	WBGene00025979	0	WBGene00025979	0
WBGene00025980	795	WBGene00025980	977	WBGene00025980	578	WBGene00025980	645
WBGene00025981	1665	WBGene00025981	1660	WBGene00025981	482	WBGene00025981	454
WBGene00025982	0	WBGene00025982	0	WBGene00025982	196	WBGene00025982	167
WBGene00025983	476	WBGene00025983	449	WBGene00025983	521	WBGene00025983	578
WBGene00025984	13	WBGene00025984	14	WBGene00025984	13	WBGene00025984	22
WBGene00025986	490	WBGene00025986	232	WBGene00025986	183	WBGene00025986	62
WBGene00025987	186	WBGene00025987	59	WBGene00025987	97	WBGene00025987	44
WBGene00025988	55	WBGene00025988	37	WBGene00025988	0	WBGene00025988	0
WBGene00025989	1	WBGene00025989	0	WBGene00025989	0	WBGene00025989	0
WBGene00025990	1746	WBGene00025990	1749	WBGene00025990	1777	WBGene00025990	1828
WBGene00025991	1317	WBGene00025991	1349	WBGene00025991	1403	WBGene00025991	1391
WBGene00025992	0	WBGene00025992	0	WBGene00025992	0	WBGene00025992	0
WBGene00025993	0	WBGene00025993	0	WBGene00025993	1	WBGene00025993	1
WBGene00025994	93	WBGene00025994	48	WBGene00025994	82	WBGene00025994	48
WBGene00025995	0	WBGene00025995	1	WBGene00025995	5	WBGene00025995	0
WBGene00025996	15	WBGene00025996	26	WBGene00025996	21	WBGene00025996	13
WBGene00025997	24	WBGene00025997	21	WBGene00025997	31	WBGene00025997	15
WBGene00025998	70	WBGene00025998	28	WBGene00025998	87	WBGene00025998	12
WBGene00025999	963	WBGene00025999	755	WBGene00025999	729	WBGene00025999	538
WBGene00026000	3046	WBGene00026000	2468	WBGene00026000	2854	WBGene00026000	2336
WBGene00026001	440	WBGene00026001	392	WBGene00026001	465	WBGene00026001	401
WBGene00026002	1497	WBGene00026002	1007	WBGene00026002	1560	WBGene00026002	1163
WBGene00026003	1106	WBGene00026003	1045	WBGene00026003	1196	WBGene00026003	1142
WBGene00026004	974	WBGene00026004	954	WBGene00026004	1	WBGene00026004	1
WBGene00026005	44	WBGene00026005	598	WBGene00026005	1	WBGene00026005	0
WBGene00026006	48	WBGene00026006	48	WBGene00026006	14	WBGene00026006	9
WBGene00026007	2	WBGene00026007	1	WBGene00026007	0	WBGene00026007	0
WBGene00026008	0	WBGene00026008	0	WBGene00026008	0	WBGene00026008	0
WBGene00026009	2495	WBGene00026009	2426	WBGene00026009	2786	WBGene00026009	1221
WBGene00026010	1788	WBGene00026010	1386	WBGene00026010	1701	WBGene00026010	1428
WBGene00026011	1099	WBGene00026011	1126	WBGene00026011	1215	WBGene00026011	1079
WBGene00026012	444	WBGene00026012	368	WBGene00026012	466	WBGene00026012	384
WBGene00026013	768	WBGene00026013	896	WBGene00026013	518	WBGene00026013	625
WBGene00026014	61	WBGene00026014	23	WBGene00026014	68	WBGene00026014	28
WBGene00026015	2	WBGene00026015	0	WBGene00026015	0	WBGene00026015	0
WBGene00026016	38	WBGene00026016	5	WBGene00026016	49	WBGene00026016	10
WBGene00026017	37	WBGene00026017	25	WBGene00026017	14	WBGene00026017	5
WBGene00026018	6	WBGene00026018	4	WBGene00026018	2	WBGene00026018	5
WBGene00026019	0	WBGene00026019	3	WBGene00026019	1	WBGene00026019	4
WBGene00026020	6	WBGene00026020	4	WBGene00026020	1	WBGene00026020	2
WBGene00026021	0	WBGene00026021	0	WBGene00026021	0	WBGene00026021	0
WBGene00026022	79	WBGene00026022	58	WBGene00026022	136	WBGene00026022	67
WBGene00026023	0	WBGene00026023	0	WBGene00026023	0	WBGene00026023	0
WBGene00026024	0	WBGene00026024	0	WBGene00026024	0	WBGene00026024	0
WBGene00026025	0	WBGene00026025	0	WBGene00026025	0	WBGene00026025	0
WBGene00026026	0	WBGene00026026	0	WBGene00026026	0	WBGene00026026	0
WBGene00026027	144	WBGene00026027	40	WBGene00026027	51	WBGene00026027	35
WBGene00026028	76	WBGene00026028	1	WBGene00026028	106	WBGene00026028	9
WBGene00026029	0	WBGene00026029	1	WBGene00026029	0	WBGene00026029	0
WBGene00026030	0	WBGene00026030	0	WBGene00026030	0	WBGene00026030	0
WBGene00026031	451	WBGene00026031	262	WBGene00026031	449	WBGene00026031	247
WBGene00026032	22	WBGene00026032	12	WBGene00026032	10	WBGene00026032	4
WBGene00026034	271	WBGene00026034	223	WBGene00026034	301	WBGene00026034	255
WBGene00026035	1973	WBGene00026035	1844	WBGene00026035	1046	WBGene00026035	881
WBGene00026036	20	WBGene00026036	3	WBGene00026036	0	WBGene00026036	1
WBGene00026037	6	WBGene00026037	0	WBGene00026037	15	WBGene00026037	5
WBGene00026038	13	WBGene00026038	3	WBGene00026038	11	WBGene00026038	16
WBGene00026039	2645	WBGene00026039	2817	WBGene00026039	2738	WBGene00026039	3041
WBGene00026040	114	WBGene00026040	43	WBGene00026040	11	WBGene00026040	3
WBGene00026041	16	WBGene00026041	5	WBGene00026041	11	WBGene00026041	7
WBGene00026042	2	WBGene00026042	2	WBGene00026042	5	WBGene00026042	4
WBGene00026043	489	WBGene00026043	405	WBGene00026043	449	WBGene00026043	283
WBGene00026044	61	WBGene00026044	39	WBGene00026044	38	WBGene00026044	51
WBGene00026045	949	WBGene00026045	354	WBGene00026045	355	WBGene00026045	275
WBGene00026046	0	WBGene00026046	0	WBGene00026046	0	WBGene00026046	0
WBGene00026047	106	WBGene00026047	39	WBGene00026047	65	WBGene00026047	87
WBGene00026048	75	WBGene00026048	42	WBGene00026048	65	WBGene00026048	29
WBGene00026049	605	WBGene00026049	402	WBGene00026049	0	WBGene00026049	0
WBGene00026050	0	WBGene00026050	0	WBGene00026050	4	WBGene00026050	0
WBGene00026051	866	WBGene00026051	919	WBGene00026051	787	WBGene00026051	789
WBGene00026052	98	WBGene00026052	79	WBGene00026052	0	WBGene00026052	0
WBGene00026053	1	WBGene00026053	0	WBGene00026053	0	WBGene00026053	0
WBGene00026054	1587	WBGene00026054	1278	WBGene00026054	1159	WBGene00026054	1188
WBGene00026055	2	WBGene00026055	0	WBGene00026055	129	WBGene00026055	46
WBGene00026056	3	WBGene00026056	1	WBGene00026056	4	WBGene00026056	32
WBGene00026057	0	WBGene00026057	0	WBGene00026057	776	WBGene00026057	347
WBGene00026058	72	WBGene00026058	47	WBGene00026058	12	WBGene00026058	0
WBGene00026059	129	WBGene00026059	52	WBGene00026059	141	WBGene00026059	33
WBGene00026060	34	WBGene00026060	39	WBGene00026060	41	WBGene00026060	17
WBGene00026061	335	WBGene00026061	150	WBGene00026061	701	WBGene00026061	286
WBGene00026062	1	WBGene00026062	0	WBGene00026062	0	WBGene00026062	0
WBGene00026063	357	WBGene00026063	326	WBGene00026063	360	WBGene00026063	303
WBGene00026064	1094	WBGene00026064	1069	WBGene00026064	1223	WBGene00026064	1076
WBGene00026065	35	WBGene00026065	31	WBGene00026065	49	WBGene00026065	37
WBGene00026066	3618	WBGene00026066	3190	WBGene00026066	3428	WBGene00026066	3110
WBGene00026067	51	WBGene00026067	50	WBGene00026067	0	WBGene00026067	0
WBGene00026068	48	WBGene00026068	38	WBGene00026068	43	WBGene00026068	34
